City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
494,Sholokhovskiy,RU,48.2807,41.0459,60.31,88,79,5.99,moderate rain
495,Kazanlak,BG,42.6167,25.4,89.17,38,0,6.62,clear sky
496,Port Lincoln,AU,-34.7333,135.8667,53.04,65,86,6.04,overcast clouds
497,Farroupilha,BR,-29.225,-51.3478,72.25,76,0,9.22,clear sky
498,Hay River,CA,60.8156,-115.7999,60.67,70,42,7.74,scattered clouds
499,Coahuayana,MX,18.7333,-103.6833,90.5,59,82,4.0,broken clouds
500,Marsh Harbour,BS,26.5412,-77.0636,84.38,69,2,13.53,light rain
501,Kjollefjord,NO,70.9457,27.3465,55.45,82,75,14.97,broken clouds
502,Ketchikan,US,55.3422,-131.6461,57.0,88,99,1.16,overcast clouds
503,Nakodar,IN,31.1258,75.4733,87.21,73,100,5.08,overcast clouds
504,Gwadar,PK,25.1216,62.3254,83.41,81,93,11.34,overcast clouds
505,Gizo,SB,-8.103,156.8419,81.5,74,55,5.59,broken clouds
506,Caruray,PH,10.3094,119.0128,79.72,82,79,3.44,broken clouds
507,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,89,100,3.49,overcast clouds
508,Mount Isa,AU,-20.7333,139.5,47.97,46,0,5.75,clear sky
509,Medina Del Campo,ES,41.3124,-4.9141,93.7,9,48,11.95,scattered clouds
510,Sayville,US,40.7359,-73.0821,94.37,56,8,7.0,clear sky
511,Gamba,GA,-2.65,10.0,71.82,79,85,10.09,overcast clouds
512,Egvekinot,RU,66.3167,-179.1667,38.3,80,97,9.6,overcast clouds
513,Edd,ER,13.9297,41.6925,92.86,58,41,3.09,scattered clouds
514,Katangli,RU,51.7102,143.2326,51.03,95,100,7.09,overcast clouds
515,Nizhniy Kuranakh,RU,58.8353,125.4869,65.3,86,59,2.66,broken clouds
516,Curaca,BR,-8.9903,-39.9094,86.4,33,84,14.45,broken clouds
517,Kyra,RU,49.5776,111.9753,58.14,91,100,1.45,overcast clouds
518,Sorong,ID,-0.8833,131.25,77.72,88,97,12.1,overcast clouds
519,Siderno,IT,38.2779,16.302,86.74,50,1,4.38,clear sky
520,Kenai,US,60.5544,-151.2583,54.09,83,100,8.19,overcast clouds
521,Le Port,RE,-20.9373,55.2919,69.8,71,12,4.14,few clouds
522,Vanderhoof,CA,54.0166,-124.0198,68.14,47,40,6.53,scattered clouds
523,Cleveland,US,41.4995,-81.6954,88.61,70,5,1.01,clear sky
524,Teahupoo,PF,-17.8333,-149.2667,64.36,79,61,11.77,light rain
525,Rincon,US,32.296,-81.2354,90.86,43,34,6.26,scattered clouds
526,Yarada,IN,17.65,83.2667,82.72,83,40,5.75,mist
527,Zaragoza,ES,41.6561,-0.8773,95.02,27,0,23.02,clear sky
528,Vestmannaeyjar,IS,63.4427,-20.2734,51.44,94,100,9.04,overcast clouds
529,Chirongui,YT,-12.9319,45.1483,75.13,69,27,1.25,scattered clouds
530,Muros,ES,42.7762,-9.0603,81.16,60,10,15.12,clear sky
531,Finnsnes,NO,69.2296,17.9811,55.76,86,95,14.7,light rain
532,Hemsedal,NO,60.8629,8.5534,65.71,64,98,6.42,overcast clouds
533,Fomboni,KM,-12.28,43.7425,75.76,74,13,13.96,few clouds
534,Berbera,SO,10.4396,45.0143,93.2,37,7,23.76,clear sky
535,Kuznechnoye,RU,61.12,29.8686,80.01,56,46,6.98,scattered clouds
536,Nishihara,JP,26.1842,127.7558,83.68,89,20,11.5,few clouds
537,Dubovyy Umet,RU,52.9763,50.2857,64.2,80,99,3.49,overcast clouds
538,Saquena,PE,-4.6667,-73.5167,84.65,63,95,1.83,overcast clouds
539,Strezhevoy,RU,60.7333,77.5889,52.14,68,93,7.61,overcast clouds
540,Vardo,NO,70.3705,31.1107,53.58,87,75,14.97,broken clouds
541,Ailigandi,PA,9.2333,-78.0167,80.24,83,100,3.51,overcast clouds
542,Lebyazhye,RU,55.2689,66.4947,60.28,75,49,7.92,scattered clouds
543,Kurumkan,RU,54.3,110.3,66.88,85,100,5.55,light rain
544,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,88.47,20,2,5.23,clear sky
545,Lhokseumawe,ID,5.1801,97.1507,78.26,85,77,3.96,moderate rain
546,Marienburg,PL,54.0359,19.0266,81.88,65,55,9.57,broken clouds
547,Rio Grande,BR,-32.035,-52.0986,67.95,96,100,3.8,overcast clouds
548,Khash,IR,28.2211,61.2158,86.59,48,80,25.84,broken clouds
549,Inhambane,MZ,-23.865,35.3833,67.12,82,1,5.88,clear sky
550,Tura,IN,25.5198,90.2201,75.74,95,100,2.73,overcast clouds
551,Le Havre,FR,49.4938,0.1077,70.72,83,100,5.75,overcast clouds
552,College,US,64.8569,-147.8028,52.59,88,100,6.91,overcast clouds
553,Paamiut,GL,61.994,-49.6678,47.16,80,7,5.66,clear sky
554,Gloversville,US,43.0528,-74.3438,90.75,61,4,10.83,clear sky
555,Kharitonovo,RU,61.4009,47.4978,66.67,70,75,3.31,broken clouds
556,Solnechnyy,RU,50.7214,136.6319,55.8,96,100,5.95,overcast clouds
557,Cortez,US,37.3489,-108.5859,90.03,28,24,7.61,few clouds
558,Labuhan,ID,-6.8844,112.2051,75.94,81,50,7.02,scattered clouds
559,Zhigansk,RU,66.7697,123.3711,51.93,94,97,7.78,overcast clouds
560,Orlik,RU,52.5178,99.825,53.69,75,100,1.43,overcast clouds
561,Pacifica,US,37.6138,-122.4869,73.99,90,100,10.0,mist
562,Nhulunbuy,AU,-12.2333,136.7667,63.21,88,85,2.3,overcast clouds
563,Starkville,US,33.4504,-88.8184,85.87,74,0,5.75,clear sky
564,Virginia Beach,US,36.8529,-75.978,94.01,59,54,3.0,broken clouds
565,Sarangarh,IN,21.6,83.0833,79.38,90,100,6.62,light rain
566,Am Timan,TD,11.0297,20.2827,77.49,75,67,3.27,broken clouds
567,Chunskiy,RU,56.0815,99.6342,58.05,96,100,0.6,overcast clouds
568,San Quintin,MX,30.4833,-115.95,72.81,69,43,13.96,scattered clouds
569,Yulara,AU,-25.2406,130.9889,59.38,32,90,8.01,overcast clouds
570,Isaka,TZ,-3.9,32.9333,74.43,31,2,5.95,clear sky
571,Ler,SS,8.3018,30.1418,78.17,74,99,0.81,light rain
572,Angra Dos Reis,BR,-23.0067,-44.3181,75.42,62,1,4.32,clear sky
573,Wanning,CN,18.8003,110.3967,80.04,86,25,5.1,scattered clouds
574,Megion,RU,61.0296,76.1136,55.42,66,29,6.55,scattered clouds
575,Kurkino,RU,53.4257,38.6582,61.36,87,36,9.44,light rain
576,Kuytun,RU,54.3419,101.5036,55.65,94,100,1.92,overcast clouds
577,Kudahuvadhoo,MV,2.6708,72.8944,82.49,74,100,15.79,overcast clouds
578,Brewer,US,44.7967,-68.7614,87.37,49,40,12.66,scattered clouds
579,Prieska,ZA,-29.6641,22.7474,64.49,33,15,6.91,few clouds
580,Blois,FR,47.5833,1.3333,79.18,41,82,11.12,broken clouds
581,Grafton,US,42.207,-71.6856,93.7,42,0,3.0,clear sky
582,Prince Rupert,CA,54.3161,-130.3201,58.8,75,98,4.16,overcast clouds
583,Tabuk,PH,17.4189,121.4443,76.06,92,6,2.06,clear sky
584,Ucluelet,CA,48.9329,-125.5528,59.09,92,100,1.01,overcast clouds
585,Itoman,JP,26.1247,127.6694,84.4,89,20,11.5,few clouds
586,Sampit,ID,-2.5333,112.95,74.17,98,99,2.42,overcast clouds
587,Saint-Augustin,CA,51.226,-58.6502,69.21,56,99,16.04,overcast clouds
588,Guigue,VE,10.0853,-67.7792,86.56,53,36,1.54,scattered clouds
589,Ahvaz,IR,31.3203,48.6693,107.55,17,0,2.3,clear sky
590,Aci Catena,IT,37.596,15.1402,89.1,46,0,9.22,clear sky
591,Felanitx,ES,39.4696,3.1483,95.45,43,0,8.93,clear sky
592,Port Hedland,AU,-20.3167,118.5667,66.25,100,75,3.44,mist
593,Nemuro,JP,43.3236,145.575,59.68,92,100,6.98,overcast clouds
594,Maebaru,JP,33.55,130.2,75.76,85,39,2.37,scattered clouds
595,Bela,IN,25.9333,81.9833,86.97,70,100,6.51,overcast clouds
596,Sept-Iles,CA,50.2001,-66.3821,59.05,97,98,1.99,overcast clouds
597,Udachnyy,RU,66.4167,112.4,50.68,89,58,1.14,broken clouds
598,Barsovo,RU,61.1667,73.1667,55.53,63,47,7.02,scattered clouds
599,Kiama,AU,-34.6833,150.8667,59.0,93,67,4.85,broken clouds
600,Machali,CL,-34.1833,-70.6667,65.28,39,2,2.21,clear sky
601,Chapleau,CA,47.8405,-83.4034,77.0,41,19,13.06,few clouds
602,Alice Springs,AU,-23.7,133.8833,44.15,53,0,0.0,clear sky
603,Terra Santa,BR,-2.1042,-56.4869,91.98,48,96,3.31,overcast clouds
604,Shelburne,CA,44.0787,-80.2041,81.9,43,2,12.59,clear sky
605,Aswan,EG,24.0934,32.907,97.65,11,40,10.92,scattered clouds
606,Lupiro,TZ,-8.3833,36.6667,70.2,59,43,4.03,scattered clouds
607,Saulkrasti,LV,57.2622,24.4147,84.78,63,5,4.65,clear sky
608,Half Moon Bay,US,37.4636,-122.4286,75.54,75,100,8.05,mist
609,Jaciara,BR,-15.9653,-54.9683,95.47,19,3,3.85,clear sky
610,Vanimo,PG,-2.6741,141.3028,76.96,91,60,4.41,broken clouds
611,Bitung,ID,1.4451,125.1824,76.05,87,75,9.46,broken clouds
612,Methoni,GR,36.8197,21.7049,89.22,68,0,9.55,clear sky
613,Katherine,AU,-14.4667,132.2667,53.92,54,5,5.75,clear sky
614,Hami,CN,42.8,93.45,83.53,17,0,2.73,clear sky
615,Bosaso,SO,11.2842,49.1816,91.42,46,83,14.09,broken clouds
616,Murdochville,CA,48.9583,-65.5006,67.21,85,100,5.12,overcast clouds
617,Leh,IN,34.1667,77.5833,73.49,14,98,6.15,overcast clouds
618,Aljezur,PT,37.3191,-8.8033,78.06,54,6,12.15,clear sky
619,Kamaishi,JP,39.2667,141.8833,72.48,97,100,3.0,overcast clouds
620,Chicama,PE,-7.8447,-79.1469,71.87,60,41,8.63,scattered clouds
621,Turukhansk,RU,65.8167,87.9833,61.74,69,65,11.16,broken clouds
622,Ushibuka,JP,32.1906,130.0228,76.15,76,3,5.99,clear sky
623,Tiarei,PF,-17.5333,-149.3333,69.82,80,32,10.27,light rain
624,Ilulissat,GL,69.2167,-51.1,48.22,93,100,3.44,light rain
625,Pittsfield,US,42.4501,-73.2454,90.5,50,0,1.99,clear sky
626,Skjervoy,NO,70.0311,20.9714,53.6,88,100,11.48,light rain
627,Aripuana,BR,-9.1667,-60.6333,95.95,26,47,3.89,scattered clouds
628,Azare,NG,11.6765,10.1948,84.07,62,100,7.83,overcast clouds
629,Ghanzi,BW,-21.5667,21.7833,62.37,44,55,8.43,broken clouds
630,Oistins,BB,13.0667,-59.5333,82.51,66,32,16.35,scattered clouds
631,Taoudenni,ML,22.6783,-3.9836,109.99,12,9,2.57,clear sky
632,Sarakhs,IR,36.5449,61.1577,96.69,10,0,10.98,clear sky
633,Kaura Namoda,NG,12.5898,6.5779,89.74,50,98,4.5,overcast clouds
634,Carauari,BR,-4.8828,-66.8958,92.32,47,21,2.48,few clouds
635,Samarai,PG,-10.6167,150.6667,79.59,81,33,5.61,scattered clouds
636,Whitehorse,CA,60.7161,-135.0538,54.1,62,80,13.0,broken clouds
637,Walvis Bay,NA,-22.9575,14.5053,62.1,52,0,16.82,clear sky
638,Auki,SB,-8.7676,160.7034,75.81,85,93,4.16,overcast clouds
639,Stephenville,US,32.2207,-98.2023,97.77,18,0,6.91,clear sky
640,Upington,ZA,-28.4478,21.2561,67.05,28,0,8.23,clear sky
641,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,93.49,20,0,6.8,clear sky
642,Los Aquijes,PE,-14.0967,-75.6908,77.47,36,0,8.16,clear sky
643,Tomatlan,MX,19.9333,-105.25,92.12,55,92,6.46,overcast clouds
644,Hirara,JP,24.8,125.2833,84.72,78,54,12.68,broken clouds
645,Terney,RU,45.0503,136.6092,60.69,94,98,4.79,overcast clouds
646,Dickinson,US,29.4608,-95.0513,95.0,65,40,8.05,scattered clouds
647,San Carlos,VE,9.6612,-68.5827,85.24,66,57,3.89,broken clouds
648,Waipawa,NZ,-41.4122,175.5153,39.51,74,44,4.0,scattered clouds
649,Bilibino,RU,68.0546,166.4372,34.43,85,79,5.86,broken clouds
650,Achinsk,RU,56.2694,90.4993,56.55,93,65,6.55,broken clouds
651,Kankan,GN,10.3854,-9.3057,80.76,77,96,2.42,light rain
652,Akyab,MM,20.15,92.9,81.19,85,100,9.26,light rain
653,Ipora,BR,-16.4419,-51.1178,88.61,23,13,5.08,few clouds
654,El Sauzal,MX,31.9,-116.6833,71.42,77,59,7.23,broken clouds
655,Vondrozo,MG,-22.8167,47.2833,57.65,97,17,0.45,few clouds
656,Rock Sound,BS,24.9,-76.2,82.35,76,17,14.58,few clouds
657,Komsomolskiy,UZ,40.4272,71.7189,88.52,33,0,4.61,clear sky
658,Roebourne,AU,-20.7833,117.1333,70.86,72,4,9.31,clear sky
659,Parati,BR,-23.2178,-44.7131,81.73,48,3,4.43,clear sky
660,Makakilo City,US,21.3469,-158.0858,76.19,80,6,13.94,clear sky
661,Iranshahr,IR,27.2025,60.6848,95.2,47,74,13.71,light rain
662,Zhangye,CN,38.9342,100.4517,73.27,29,3,6.93,clear sky
663,Quimper,FR,48.0,-4.1,70.38,49,0,16.11,clear sky
664,Kemijarvi,FI,66.7131,27.4306,68.13,49,91,7.54,overcast clouds
665,Llangefni,GB,53.2556,-4.3106,66.11,72,75,5.75,broken clouds
666,Tautira,PF,-17.7333,-149.15,75.58,80,52,10.92,light rain
667,Ballarat,AU,-37.5662,143.8496,49.26,77,100,9.31,light rain
668,Wamba,NG,8.9333,8.6,77.4,87,95,1.79,moderate rain
669,Basoko,CD,1.2391,23.616,71.94,89,100,2.98,overcast clouds
670,Labytnangi,RU,66.6572,66.4183,47.62,84,100,7.92,light rain
671,Rauma,FI,61.1272,21.5113,75.24,83,22,11.07,few clouds
672,Perevolotskiy,RU,51.8763,54.1938,71.02,49,98,8.14,overcast clouds
